slide,source_png,chapter,kind,title,subtitle,web_image
722,722_v2ch158_title.png,158,title,The Matching of the Consent-Copies,सहमति-कापीक मिलान    Sahamati-Kāpīk Milān,assets/images/0722.png
723,723_v2ch158_family-by-family-word-restored.png,158,content,"Family by family, word restored",The Matching of the Consent-Copies  ·  सहमति-कापीक मिलान    —    card 1 of 2,assets/images/0723.png
724,724_v2ch158_a-dead-mans-name.png,158,content,A dead man's name,The Matching of the Consent-Copies  ·  सहमति-कापीक मिलान    —    card 2 of 2,assets/images/0724.png
725,725_v2ch159_title.png,159,title,A Dead Man's Consent,मृतकक सहमति    Mr̥takak Sahamati,assets/images/0725.png
726,726_v2ch159_the-gap-between-two-dates.png,159,content,The gap between two dates,A Dead Man's Consent  ·  मृतकक सहमति    —    card 1 of 2,assets/images/0726.png
727,727_v2ch159_a-trembling-hand-knows-its-way-home.png,159,content,A trembling hand knows its way home,A Dead Man's Consent  ·  मृतकक सहमति    —    card 2 of 2,assets/images/0727.png
728,728_v2ch160_title.png,160,title,The Shadow of the Warehouse,गोदामक छाया    Godāmak Chāyā,assets/images/0728.png
729,729_v2ch160_a-rented-key-an-unspoken-name.png,160,content,"A rented key, an unspoken name",The Shadow of the Warehouse  ·  गोदामक छाया    —    card 1 of 2,assets/images/0729.png
730,730_v2ch160_categorized-as-prey-not-as-people.png,160,content,"Categorized as prey, not as people",The Shadow of the Warehouse  ·  गोदामक छाया    —    card 2 of 2,assets/images/0730.png
731,731_v2ch161_title.png,161,title,The Phone's Captivity,फोनक कैद    Phonak Kaid,assets/images/0731.png
732,732_v2ch161_tell-no-one-is-a-lock-from-within.png,161,content,"""Tell no one"" is a lock from within",The Phone's Captivity  ·  फोनक कैद    —    card 1 of 2,assets/images/0732.png
733,733_v2ch161_together-we-speak-the-lock-weakens.png,161,content,Together we speak — the lock weakens,The Phone's Captivity  ·  फोनक कैद    —    card 2 of 2,assets/images/0733.png
734,734_v2ch162_title.png,162,title,The Seal of the Voice,आवाजक मोहर    Āvājak Mohar,assets/images/0734.png
735,735_v2ch162_a-forger-fears-the-question.png,162,content,A forger fears the question,The Seal of the Voice  ·  आवाजक मोहर    —    card 1 of 2,assets/images/0735.png
736,736_v2ch162_the-same-troupe-many-masks.png,162,content,"The same troupe, many masks",The Seal of the Voice  ·  आवाजक मोहर    —    card 2 of 2,assets/images/0736.png
737,737_v2ch163_title.png,163,title,The Mark of the Removed Paper,हटायल कागजक निशान    Haṭāyal Kāgajak Niśān,assets/images/0737.png
738,738_v2ch163_dust-is-the-oldest-witness.png,163,content,Dust is the oldest witness,The Mark of the Removed Paper  ·  हटायल कागजक निशान    —    card 1 of 2,assets/images/0738.png
739,739_v2ch163_a-living-mans-death-paper.png,163,content,A living man's death-paper,The Mark of the Removed Paper  ·  हटायल कागजक निशान    —    card 2 of 2,assets/images/0739.png
740,740_v2ch164_title.png,164,title,The Belly of Chandrapal's Shadow,चन्द्रपालक छायाक पेट    Candrapālak Chāyāk Peṭ,assets/images/0740.png
741,741_v2ch164_service-is-the-most-dangerous-word.png,164,content,"""Service"" is the most dangerous word",The Belly of Chandrapal's Shadow  ·  चन्द्रपालक छायाक पेट    —    card 1 of 2,assets/images/0741.png
742,742_v2ch164_the-predators-own-map.png,164,content,The predator's own map,The Belly of Chandrapal's Shadow  ·  चन्द्रपालक छायाक पेट    —    card 2 of 2,assets/images/0742.png
743,743_v2ch165_title.png,165,title,The Body of the Shadow,छायाक देह    Chāyāk Deha,assets/images/0743.png
744,744_v2ch165_calling-a-name-trembles-the-guilty.png,165,content,Calling a name trembles the guilty,The Body of the Shadow  ·  छायाक देह    —    card 1 of 2,assets/images/0744.png
745,745_v2ch165_following-the-shadow-to-the-river.png,165,content,Following the shadow to the river,The Body of the Shadow  ·  छायाक देह    —    card 2 of 2,assets/images/0745.png
746,746_v2ch166_title.png,166,title,The Storehouse of Tamarind Ghat,इमली घाटक कोठार    Imalī Ghāṭak Koṭhār,assets/images/0746.png
747,747_v2ch166_let-the-air-out-first.png,166,content,Let the air out first,The Storehouse of Tamarind Ghat  ·  इमली घाटक कोठार    —    card 1 of 2,assets/images/0747.png
748,748_v2ch166_five-red-ledgers.png,166,content,Five red ledgers,The Storehouse of Tamarind Ghat  ·  इमली घाटक कोठार    —    card 2 of 2,assets/images/0748.png
749,749_v2ch167_title.png,167,title,The Voice from Across the River,नदी पारक आवाज    Nadī Pārak Āvāj,assets/images/0749.png
750,750_v2ch167_a-mother-knows-breath-not-just-tone.png,167,content,"A mother knows breath, not just tone",The Voice from Across the River  ·  नदी पारक आवाज    —    card 1 of 2,assets/images/0750.png
751,751_v2ch167_grief-made-into-evidence.png,167,content,Grief made into evidence,The Voice from Across the River  ·  नदी पारक आवाज    —    card 2 of 2,assets/images/0751.png
752,752_v2ch168_title.png,168,title,The City's Throat,शहरक गला    Śaharak Galā,assets/images/0752.png
753,753_v2ch168_grief-becomes-a-list-then-a-price.png,168,content,"Grief becomes a list, then a price",The City's Throat  ·  शहरक गला    —    card 1 of 2,assets/images/0753.png
754,754_v2ch168_following-the-name-to-the-city.png,168,content,Following the name to the city,The City's Throat  ·  शहरक गला    —    card 2 of 2,assets/images/0754.png
755,755_v2ch169_title.png,169,title,Chandra Two's Doorway,चन्द्र दूक दरबज्जा    Candra Dūk Darbajjā,assets/images/0755.png
756,756_v2ch169_the-theft-of-trust.png,169,content,The theft of trust,Chandra Two's Doorway  ·  चन्द्र दूक दरबज्जा    —    card 1 of 2,assets/images/0756.png
757,757_v2ch169_the-name-behind-the-name.png,169,content,The name behind the name,Chandra Two's Doorway  ·  चन्द्र दूक दरबज्जा    —    card 2 of 2,assets/images/0757.png
758,758_v2ch170_title.png,170,title,Chandra One's Shell,चन्द्र एकक खोल    Candra Ekak Khol,assets/images/0758.png
759,759_v2ch170_the-oldest-lock-is-a-fatherly-voice.png,170,content,The oldest lock is a fatherly voice,Chandra One's Shell  ·  चन्द्र एकक खोल    —    card 1 of 2,assets/images/0759.png
760,760_v2ch170_the-remedy-is-to-speak.png,170,content,The remedy is to speak,Chandra One's Shell  ·  चन्द्र एकक खोल    —    card 2 of 2,assets/images/0760.png
761,761_v2ch171_title.png,171,title,The Invisible Court of the Grove,चन्ना गाछीक अदृश्य अदालत    Cannā Gāchīk Adr̥śya Adālat,assets/images/0761.png
762,762_v2ch171_speaking-a-fear-reveals-its-limit.png,171,content,Speaking a fear reveals its limit,The Invisible Court of the Grove  ·  चन्ना गाछीक अदृश्य अदालत    —    card 1 of 2,assets/images/0762.png
763,763_v2ch171_silence-was-the-trap-not-the-shield.png,171,content,"Silence was the trap, not the shield",The Invisible Court of the Grove  ·  चन्ना गाछीक अदृश्य अदालत    —    card 2 of 2,assets/images/0763.png
764,764_v2ch172_title.png,172,title,The Reading of the Knots,गाँठक पढ़नाइ    Gā̃ṭhak Paḍhanāi,assets/images/0764.png
765,765_v2ch172_never-a-jerk-always-a-question.png,172,content,"Never a jerk, always a question",The Reading of the Knots  ·  गाँठक पढ़नाइ    —    card 1 of 2,assets/images/0765.png
766,766_v2ch172_a-written-trail-and-a-new-danger.png,172,content,"A written trail, and a new danger",The Reading of the Knots  ·  गाँठक पढ़नाइ    —    card 2 of 2,assets/images/0766.png
767,767_v2ch173_title.png,173,title,The Watch Over the Register,पंजीक पहरा    Pañjīk Paharā,assets/images/0767.png
768,768_v2ch173_special-attention-two-meanings.png,173,content,"""Special attention"" — two meanings",The Watch Over the Register  ·  पंजीक पहरा    —    card 1 of 2,assets/images/0768.png
769,769_v2ch173_our-right-to-keep-our-own-watch.png,173,content,Our right to keep our own watch,The Watch Over the Register  ·  पंजीक पहरा    —    card 2 of 2,assets/images/0769.png
770,770_v2ch174_title.png,174,title,The Threshold of the Invisible Court,अदृश्य अदालतक चौखट    Adr̥śya Adālatak Caukhaṭ,assets/images/0770.png
771,771_v2ch174_when-paper-says-absent-body-becomes-proof.png,174,content,"When paper says ""absent,"" the body becomes proof",The Threshold of the Invisible Court  ·  अदृश्य अदालतक चौखट    —    card 1 of 2,assets/images/0771.png
772,772_v2ch174_an-unnamed-objection-is-itself-suspect.png,174,content,An unnamed objection is itself suspect,The Threshold of the Invisible Court  ·  अदृश्य अदालतक चौखट    —    card 2 of 2,assets/images/0772.png
773,773_v2ch175_title.png,175,title,The Seal-Bearer's Name,मुहरबाहकक नाम    Muharabāhakak Nām,assets/images/0773.png
774,774_v2ch175_a-sons-true-test.png,175,content,A son's true test,The Seal-Bearer's Name  ·  मुहरबाहकक नाम    —    card 1 of 2,assets/images/0774.png
775,775_v2ch175_whispers-are-a-direction-not-proof.png,175,content,"Whispers are a direction, not proof",The Seal-Bearer's Name  ·  मुहरबाहकक नाम    —    card 2 of 2,assets/images/0775.png
776,776_v2ch176_title.png,176,title,The Darkness of the Service-Ceremony,सेवा-समारोहक अन्हार    Sevā-Samārohak Anhār,assets/images/0776.png
777,777_v2ch176_light-can-wear-darkness-as-its-clothing.png,176,content,Light can wear darkness as its clothing,The Darkness of the Service-Ceremony  ·  सेवा-समारोहक अन्हार    —    card 1 of 2,assets/images/0777.png
778,778_v2ch176_the-cloth-remembers-what-people-forgot.png,176,content,The cloth remembers what people forgot,The Darkness of the Service-Ceremony  ·  सेवा-समारोहक अन्हार    —    card 2 of 2,assets/images/0778.png
779,779_v2ch177_title.png,177,title,House-to-House Papers,घर-घरक कागज    Ghar-Gharak Kāgaj,assets/images/0779.png
780,780_v2ch177_one-person-four-names.png,177,content,"One person, four names",House-to-House Papers  ·  घर-घरक कागज    —    card 1 of 2,assets/images/0780.png
781,781_v2ch177_not-blame-but-honest-reckoning.png,177,content,"Not blame, but honest reckoning",House-to-House Papers  ·  घर-घरक कागज    —    card 2 of 2,assets/images/0781.png
782,782_v2ch178_title.png,178,title,The Upper Chamber,ऊपरक कोठरी    Ūparak Koṭharī,assets/images/0782.png
783,783_v2ch178_dust-is-a-forgetting-not-a-fault.png,178,content,"Dust is a forgetting, not a fault",The Upper Chamber  ·  ऊपरक कोठरी    —    card 1 of 2,assets/images/0783.png
784,784_v2ch178_a-stolen-voice-not-a-translation.png,178,content,"A stolen voice, not a translation",The Upper Chamber  ·  ऊपरक कोठरी    —    card 2 of 2,assets/images/0784.png
785,785_v2ch179_title.png,179,title,The Seal's Footprints,मुहरक पगचिन्ह    Muharak Pagacinha,assets/images/0785.png
786,786_v2ch179_the-seal-is-an-innocent-child.png,179,content,The seal is an innocent child; the hand is not,The Seal's Footprints  ·  मुहरक पगचिन्ह    —    card 1 of 2,assets/images/0786.png
787,787_v2ch179_following-the-moneys-own-footprints.png,179,content,Following the money's own footprints,The Seal's Footprints  ·  मुहरक पगचिन्ह    —    card 2 of 2,assets/images/0787.png
788,788_v2ch180_title.png,180,title,The City's Account,शहरक खाता    Śaharak Khātā,assets/images/0788.png
789,789_v2ch180_the-body-of-the-crime-not-just-its-footprint.png,180,content,"The body of the crime, not just its footprint",The City's Account  ·  शहरक खाता    —    card 1 of 2,assets/images/0789.png
790,790_v2ch180_a-threat-becomes-evidence-not-silence.png,180,content,"A threat becomes evidence, not silence",The City's Account  ·  शहरक खाता    —    card 2 of 2,assets/images/0790.png
791,791_v2ch181_title.png,181,title,The SIM's Shadow,सिमक छाया    Simak Chāyā,assets/images/0791.png
792,792_v2ch181_stealing-a-name-to-threaten-with-it.png,181,content,Stealing a name to threaten with it,The SIM's Shadow  ·  सिमक छाया    —    card 1 of 2,assets/images/0792.png
793,793_v2ch181_order-not-a-crowd-protects-the-truth.png,181,content,"Order, not a crowd, protects the truth",The SIM's Shadow  ·  सिमक छाया    —    card 2 of 2,assets/images/0793.png
794,794_v2ch182_title.png,182,title,The Door of the Hariharan Service Center,हरिहर सेवा केंद्रक दरबाजा    Hariharan Sevā Kendrak Darabajā,assets/images/0794.png
795,795_v2ch182_an-elderly-watchman-finds-his-true-courage.png,182,content,An elderly watchman finds his true courage,The Door of the Hariharan Service Center  ·  हरिहर सेवा केंद्रक दरबाजा    —    card 1 of 2,assets/images/0795.png
796,796_v2ch182_consents-thumbprint-someone-elses-sentence.png,182,content,"Consent's thumbprint, someone else's sentence",The Door of the Hariharan Service Center  ·  हरिहर सेवा केंद्रक दरबाजा    —    card 2 of 2,assets/images/0796.png
797,797_v2ch183_title.png,183,title,The Face Inside the Phone,फोनक भीतरक चेहरा    Phonak Bhītarak Cehrā,assets/images/0797.png
798,798_v2ch183_proof-deserves-same-dignity-as-person.png,183,content,Proof deserves the same dignity as a person,The Face Inside the Phone  ·  फोनक भीतरक चेहरा    —    card 1 of 2,assets/images/0798.png
799,799_v2ch183_fear-too-asks-permission.png,183,content,Fear too asks permission,The Face Inside the Phone  ·  फोनक भीतरक चेहरा    —    card 2 of 2,assets/images/0799.png
800,800_v2ch184_title.png,184,title,The Mask of the Voice,आवाजक नकाब    Āvājak Nakāb,assets/images/0800.png
801,801_v2ch184_a-lamp-toward-truth-not-the-verdict.png,184,content,"A lamp toward truth, not the verdict itself",The Mask of the Voice  ·  आवाजक नकाब    —    card 1 of 2,assets/images/0801.png
802,802_v2ch184_even-the-guilty-are-heard-not-chased.png,184,content,"Even the guilty are heard, not chased down",The Mask of the Voice  ·  आवाजक नकाब    —    card 2 of 2,assets/images/0802.png
803,803_v2ch185_title.png,185,title,The Master's Room,मास्टरक कमरा    Māsṭarak Kamarā,assets/images/0803.png
804,804_v2ch185_procedure-opens-before-any-lock-does.png,185,content,Procedure opens before any lock does,The Master's Room  ·  मास्टरक कमरा    —    card 1 of 2,assets/images/0804.png
805,805_v2ch185_a-name-shortened-a-trail-not-shortened.png,185,content,"A name shortened, a trail not shortened",The Master's Room  ·  मास्टरक कमरा    —    card 2 of 2,assets/images/0805.png
806,806_v2ch186_title.png,186,title,Madhvesh's Real Name,मधवेशक असली नाम    Madhaveśak Asalī Nām,assets/images/0806.png
807,807_v2ch186_naming-without-blaming-a-whole-village.png,186,content,Naming without blaming a whole village,Madhvesh's Real Name  ·  मधवेशक असली नाम    —    card 1 of 2,assets/images/0807.png
808,808_v2ch186_one-bee-caught-but-where-is-honey.png,186,content,"One bee caught, but where is the honey stored?",Madhvesh's Real Name  ·  मधवेशक असली नाम    —    card 2 of 2,assets/images/0808.png
809,809_v2ch187_title.png,187,title,The Queen Inside the Hive,छत्ताक भीतरक रानी    Chattāk Bhītarak Rānī,assets/images/0809.png
810,810_v2ch187_a-name-read-is-not-a-crime-confirmed.png,187,content,A name read is not a crime confirmed,The Queen Inside the Hive  ·  छत्ताक भीतरक रानी    —    card 1 of 2,assets/images/0810.png
811,811_v2ch187_a-vault-built-from-presumed-weakness.png,187,content,A vault built from presumed weakness,The Queen Inside the Hive  ·  छत्ताक भीतरक रानी    —    card 2 of 2,assets/images/0811.png
812,812_v2ch188_title.png,188,title,Maheshwar's Seal,महेश्वरक मुहर    Maheśvarak Muhar,assets/images/0812.png
813,813_v2ch188_one-seal-deliberately-worn-as-three-masks.png,188,content,"One seal, deliberately worn as three masks",Maheshwar's Seal  ·  महेश्वरक मुहर    —    card 1 of 2,assets/images/0813.png
814,814_v2ch188_blank-letterheads-and-a-watchmans-late-courage.png,188,content,"Blank letterheads, and a watchman's late courage",Maheshwar's Seal  ·  महेश्वरक मुहर    —    card 2 of 2,assets/images/0814.png
815,815_v2ch189_title.png,189,title,The Iron Chest,लोहेक पेटी    Lohek Peṭī,assets/images/0815.png
816,816_v2ch189_opened-as-testimony-not-curiosity.png,189,content,"Opened as testimony, not curiosity",The Iron Chest  ·  लोहेक पेटी    —    card 1 of 2,assets/images/0816.png
817,817_v2ch189_a-laborers-unfinished-record.png,189,content,A laborer's unfinished record,The Iron Chest  ·  लोहेक पेटी    —    card 2 of 2,assets/images/0817.png
818,818_v2ch190_title.png,190,title,The Blue Register,नील पंजी    Nīl Pañjī,assets/images/0818.png
819,819_v2ch190_a-map-of-exploitable-fear.png,190,content,A map of exploitable fear,The Blue Register  ·  नील पंजी    —    card 1 of 2,assets/images/0819.png
820,820_v2ch190_restoring-a-name-not-just-reading-one.png,190,content,"Restoring a name, not just reading one",The Blue Register  ·  नील पंजी    —    card 2 of 2,assets/images/0820.png
821,821_v2ch191_title.png,191,title,Dhruvesh's Chair,ध्रुवेशक कुर्सी    Dhruveśak Kursī,assets/images/0821.png
822,822_v2ch191_a-forbidden-room-finally-opened.png,191,content,A forbidden room finally opened,Dhruvesh's Chair  ·  ध्रुवेशक कुर्सी    —    card 1 of 2,assets/images/0822.png
823,823_v2ch191_instructions-for-fear-hidden-beneath-comfort.png,191,content,"Instructions for fear, hidden beneath comfort",Dhruvesh's Chair  ·  ध्रुवेशक कुर्सी    —    card 2 of 2,assets/images/0823.png
824,824_v2ch192_title.png,192,title,The Voice of the Closed Recorder,बन्द रेकॉर्डरक स्वर    Banda Rekārḍarak Svar,assets/images/0824.png
825,825_v2ch192_a-captured-voice-deserves-protected-hearing.png,192,content,A captured voice deserves a protected hearing,The Voice of the Closed Recorder  ·  बन्द रेकॉर्डरक स्वर    —    card 1 of 2,assets/images/0825.png
826,826_v2ch192_an-old-fear-still-trembling-in-the-room.png,192,content,"An old fear, still trembling in the room",The Voice of the Closed Recorder  ·  बन्द रेकॉर्डरक स्वर    —    card 2 of 2,assets/images/0826.png
827,827_v2ch193_title.png,193,title,The Face of the Voice,आवाजक चेहरा    Āvājak Cehrā,assets/images/0827.png
828,828_v2ch193_a-lead-patiently-pursued.png,193,content,"A lead, patiently pursued",The Face of the Voice  ·  आवाजक चेहरा    —    card 1 of 2,assets/images/0828.png
829,829_v2ch193_first-trust-then-fear.png,193,content,"""First trust, then fear""",The Face of the Voice  ·  आवाजक चेहरा    —    card 2 of 2,assets/images/0829.png
830,830_v2ch194_title.png,194,title,The Summons of Breath,साँसक समन    Sā̃sak Saman,assets/images/0830.png
831,831_v2ch194_a-summons-is-a-call-not-a-punishment.png,194,content,"A summons is a call, not a punishment",The Summons of Breath  ·  साँसक समन    —    card 1 of 2,assets/images/0831.png
832,832_v2ch194_a-couriers-fear-honored-with-care.png,194,content,"A courier's fear, honored with care",The Summons of Breath  ·  साँसक समन    —    card 2 of 2,assets/images/0832.png
833,833_v2ch195_title.png,195,title,The Frozen Account,रोकल खाता    Rokal Khātā,assets/images/0833.png
834,834_v2ch195_a-freeze-is-discipline-not-vengeance.png,195,content,"A freeze is discipline, not vengeance",The Frozen Account  ·  रोकल खाता    —    card 1 of 2,assets/images/0834.png
835,835_v2ch195_fear-finally-speaks-its-true-language.png,195,content,Fear finally speaks its true language,The Frozen Account  ·  रोकल खाता    —    card 2 of 2,assets/images/0835.png
836,836_v2ch196_title.png,196,title,The Meaning of Jalsamadhi,जलसमाधिक अर्थ    Jalasamādhik Artha,assets/images/0836.png
837,837_v2ch196_water-is-not-the-criminal.png,196,content,Water is not the criminal,The Meaning of Jalsamadhi  ·  जलसमाधिक अर्थ    —    card 1 of 2,assets/images/0837.png
838,838_v2ch196_a-definition-finally-spoken.png,196,content,A definition finally spoken,The Meaning of Jalsamadhi  ·  जलसमाधिक अर्थ    —    card 2 of 2,assets/images/0838.png
839,839_v2ch197_title.png,197,title,The Name Risen Above,ऊपर उठल नाम    Ūpar Uṭhal Nām,assets/images/0839.png
840,840_v2ch197_consent-is-the-first-offering.png,197,content,Consent is the first offering,The Name Risen Above  ·  ऊपर उठल नाम    —    card 1 of 2,assets/images/0840.png
841,841_v2ch197_waiting-deserves-its-own-home.png,197,content,Waiting deserves its own home,The Name Risen Above  ·  ऊपर उठल नाम    —    card 2 of 2,assets/images/0841.png
842,842_v2ch198_title.png,198,title,The Criminal's Own Ground,अपराधीक धरती    Aparādhīk Dharatī,assets/images/0842.png
843,843_v2ch198_distance-not-anger-reads-the-truth.png,198,content,"Distance, not anger, reads the truth",The Criminal's Own Ground  ·  अपराधीक धरती    —    card 1 of 2,assets/images/0843.png
844,844_v2ch198_a-bare-foot-is-not-mocked.png,198,content,A bare foot is not mocked,The Criminal's Own Ground  ·  अपराधीक धरती    —    card 2 of 2,assets/images/0844.png
845,845_v2ch199_title.png,199,title,The Dawn Inside the Chest,संदूकक भीतरक बिहान    Sandūkak Bhītarak Bihān,assets/images/0845.png
846,846_v2ch199_opened-as-a-wounds-bandage-not-a-spectacle.png,199,content,"Opened as a wound's bandage, not a spectacle",The Dawn Inside the Chest  ·  संदूकक भीतरक बिहान    —    card 1 of 2,assets/images/0846.png
847,847_v2ch199_eligibility-is-a-word-cold-enough.png,199,content,"""Eligibility"" is a word cold enough to freeze a body",The Dawn Inside the Chest  ·  संदूकक भीतरक बिहान    —    card 2 of 2,assets/images/0847.png
848,848_v2ch200_title.png,200,title,The Guardian of the Name,नामक पहरुआ    Nāmak Paharuā,assets/images/0848.png
849,849_v2ch200_a-register-of-silence-not-only-of-crime.png,200,content,"A register of silence, not only of crime",The Guardian of the Name  ·  नामक पहरुआ    —    card 1 of 3,assets/images/0849.png
850,850_v2ch200_the-oldest-refrain-returns-transformed.png,200,content,"The oldest refrain returns, transformed",The Guardian of the Name  ·  नामक पहरुआ    —    card 2 of 3,assets/images/0850.png
851,851_v2ch200_the-watch-becomes-the-living-game.png,200,content,The watch becomes the living game,The Guardian of the Name  ·  नामक पहरुआ    —    card 3 of 3,assets/images/0851.png
852,852_app2ch101_title.png,2,appendix-title,2-101,,assets/images/0852.png
853,853_app2ch101_traveling-light-with-name-as-only-lamp.png,,appendix,2-101,The Invitation of the Nameless Planet  ·  अनाम ग्रहक आमन्त्रण    —    card 1 of 1,assets/images/0853.png
854,854_app2ch102_title.png,2,appendix-title,2-102,,assets/images/0854.png
855,855_app2ch102_four-turns-one-game.png,,appendix,2-102,Kabaddi Between the Planets  ·  ग्रहक बीच कबड्डी    —    card 1 of 1,assets/images/0855.png
856,856_app2ch103_title.png,2,appendix-title,2-103,,assets/images/0856.png
857,857_app2ch103_thread-strung-across-the-sky.png,,appendix,2-103,The Name-Reading on the Nameless Planet  ·  अनाम ग्रह पर नाम-पाठ    —    card 1 of 1,assets/images/0857.png
858,858_app2ch104_title.png,2,appendix-title,2-104,,assets/images/0858.png
859,859_app2ch104_homecoming-as-chosen-dignity.png,,appendix,2-104,Garh Nārikel Chooses Earth Again  ·  गढ़ नारिकेल फेर पृथ्वी चुनैत अछि    —    card 1 of 1,assets/images/0859.png
860,860_appdraft_title.png,,appendix-title,2D,,assets/images/0860.png
861,861_appdraft_a-second-play-story-dares-not-finish.png,,appendix,2D,The Videha Drama Festival — Second Draft (Unfinished)  ·  विदेह नाट्य उत्सव (दोसर प्रारूप — अपूर्ण)    —    card 1 of 2,assets/images/0861.png
862,862_appdraft_a-blank-page-left-open-on-purpose.png,,appendix,2D,The Videha Drama Festival — Second Draft (Unfinished)  ·  विदेह नाट्य उत्सव (दोसर प्रारूप — अपूर्ण)    —    card 2 of 2,assets/images/0862.png
863,863_app1grp01_title-landmarks-that-remember.png,1,appendix-title,1.1-6,,assets/images/0863.png
864,864_app1grp01_what-ruins-wells-puddles-remember.png,,appendix,1.1-6,"Landmarks That Remember  ·  खण्डहर, गहबर, इनार, डबरा, घाट, नाव    —    card 1 of 2",assets/images/0864.png
865,865_app1grp01_a-puddles-moon-and-a-red-turbans-courage.png,,appendix,1.1-6,"Landmarks That Remember  ·  खण्डहर, गहबर, इनार, डबरा, घाट, नाव    —    card 2 of 2",assets/images/0865.png
866,866_app1grp02_title-lullabies-blessings-verse-traveled.png,1,appendix-title,1.7-12,,assets/images/0866.png
867,867_app1grp02_comfort-in-flood-blessing-in-rain.png,,appendix,1.7-12,"Lullabies, Blessings, and a Verse That Traveled  ·  लोरी, मंगल, पुकार, बाढ़ि, कटाक्ष, परदेशी-स्मरण    —    card 1 of 2",assets/images/0867.png
868,868_app1grp02_fighting-flood-line-reached-market.png,,appendix,1.7-12,"Lullabies, Blessings, and a Verse That Traveled  ·  लोरी, मंगल, पुकार, बाढ़ि, कटाक्ष, परदेशी-स्मरण    —    card 2 of 2",assets/images/0868.png
869,869_app1grp03_title-naming-fear-housework-ethics-digging.png,1,appendix-title,1.13-18,,assets/images/0869.png
870,870_app1grp03_naming-fear-until-it-shrinks.png,,appendix,1.13-18,"Naming Fear, Housework, and the Ethics of Digging  ·  भय, कुटाइ, घर-छारब, माटि-काटब, बान्ह, पोखरि    —    card 1 of 2",assets/images/0870.png
871,871_app1grp03_earth-taken-with-permission.png,,appendix,1.13-18,"Naming Fear, Housework, and the Ethics of Digging  ·  भय, कुटाइ, घर-छारब, माटि-काटब, बान्ह, पोखरि    —    card 2 of 2",assets/images/0871.png
872,872_app1grp04_title-carrying-pulling-gathering-choosing-plowing-bordering.png,1,appendix-title,1.19-24,,assets/images/0872.png
873,873_app1grp04_songs-that-make-many-hands-one.png,,appendix,1.19-24,"Carrying, Pulling, Gathering, Choosing, Plowing, Bordering  ·  भार, नाव-खिंचब, जाल, बीआ, जोतब, मेड़    —    card 1 of 2",assets/images/0873.png
874,874_app1grp04_the-fields-first-steps.png,,appendix,1.19-24,"Carrying, Pulling, Gathering, Choosing, Plowing, Bordering  ·  भार, नाव-खिंचब, जाल, बीआ, जोतब, मेड़    —    card 2 of 2",assets/images/0874.png
875,875_app1grp05_title-waiting-rain-weeding-watering-first-cut.png,1,appendix-title,1.25-30,,assets/images/0875.png
876,876_app1grp05_watching-sky-weeding-field.png,,appendix,1.25-30,"Waiting for Rain, Weeding, Watering, and the First Cut  ·  वर्षा-प्रतीक्षा, सोहनी, पटौनी, रोग-पोका, कटनी, बोझा    —    card 1 of 2",assets/images/0876.png
877,877_app1grp05_naming-pest-honoring-harvest.png,,appendix,1.25-30,"Waiting for Rain, Weeding, Watering, and the First Cut  ·  वर्षा-प्रतीक्षा, सोहनी, पटौनी, रोग-पोका, कटनी, बोझा    —    card 2 of 2",assets/images/0877.png
878,878_app1grp06_title-threshing-storing-fishing-spinning-craftsman.png,1,appendix-title,1.31-36,,assets/images/0878.png
879,879_app1grp06_circling-ox-watching-wind.png,,appendix,1.31-36,"Threshing, Storing, Fishing, Spinning, and the Craftsman's Hand  ·  दाउन, मड़ाइ, भण्डार, मछैर, चरखा-कोल्हु, कारीगर    —    card 1 of 2",assets/images/0879.png
880,880_app1grp06_restraint-on-river-rhythm-in-workshop.png,,appendix,1.31-36,"Threshing, Storing, Fishing, Spinning, and the Craftsman's Hand  ·  दाउन, मड़ाइ, भण्डार, मछैर, चरखा-कोल्हु, कारीगर    —    card 2 of 2",assets/images/0880.png
881,881_app1grp07_title-livestock-market-drought-first-rites.png,1,appendix-title,1.37-42,,assets/images/0881.png
882,882_app1grp07_caring-for-animals-market-scarcity.png,,appendix,1.37-42,"Livestock, Market, Drought, and the First Rites of Life  ·  पशुपालन, हाट, रौदी, नामकरण, मुड़न, उपनयन    —    card 1 of 2",assets/images/0882.png
883,883_app1grp07_a-childs-first-names-and-duties.png,,appendix,1.37-42,"Livestock, Market, Drought, and the First Rites of Life  ·  पशुपालन, हाट, रौदी, नामकरण, मुड़न, उपनयन    —    card 2 of 2",assets/images/0883.png
884,884_app1grp08_title-marriage-motherhood-old-age-daily-rhythm.png,1,appendix-title,1.43-48,,assets/images/0884.png
885,885_app1grp08_marriages-first-rule-motherhoods-ask.png,,appendix,1.43-48,"Marriage, Motherhood, Old Age, and Daily Rhythm  ·  गौना, गर्भ, वृद्धावस्था, आँगन, व्रत-कथा, रसोइ    —    card 1 of 2",assets/images/0885.png
886,886_app1grp08_courtyards-renewal-kitchens-music.png,,appendix,1.43-48,"Marriage, Motherhood, Old Age, and Daily Rhythm  ·  गौना, गर्भ, वृद्धावस्था, आँगन, व्रत-कथा, रसोइ    —    card 2 of 2",assets/images/0886.png
887,887_app1grp09_title-small-watches-painting-clay-mended-cloth.png,1,appendix-title,1.49-54,,assets/images/0887.png
